id,transmit_time,device_id,fLat,fLon,entered_water,left_water,resurfaced,scheduled,remains_at_surface,moved,fH20Temp,nTimeToNxtUpd,fDepthMean,nSOC,low_battery,nDiveCount,fVelocity,fDepthMax,nDiveSeconds,is_backup,created_at,updated_at
146,"2025-04-22 19:14:34",2252,37.471103668213,-121.94023895264,1,,,1,,,29.3125,15,,100,,,0.019999999552965,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
149,"2025-04-22 19:29:50",2252,37.471115112305,-121.94023132324,,,,1,,,29.553977966309,15,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
153,"2025-04-22 19:44:34",2252,37.471115112305,-121.94023132324,,1,,,,,29.411931991577,0,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
157,"2025-04-22 20:15:04",2252,37.471099853516,-121.94020843506,1,,,1,,,29.840909957886,15,,100,,,0.10000000149012,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
161,"2025-04-22 20:29:57",2252,37.471138000488,-121.94016265869,,,,1,,,30.713432312012,15,,100,,,0.15000000596046,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
166,"2025-04-22 20:44:51",2252,37.471183776855,-121.94020080566,,,,1,,,31.188087463379,15,,100,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
171,"2025-04-22 21:14:14",2252,37.471183776855,-121.94020080566,,1,,,,,31.708463668823,0,,100,,,0,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
175,"2025-04-23 16:21:44",2252,37.471321105957,-121.94035339355,1,,,1,,,23.932346343994,15,,100,,,0.0099999997764826,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
179,"2025-04-23 16:35:59",2252,37.471199035645,-121.94022369385,,,,1,,,23.826639175415,15,,100,,,0.12999999523163,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
183,"2025-04-23 16:50:51",2252,37.471199035645,-121.94020843506,,,,1,,,23.750528335571,15,,100,,,0.14000000059605,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
187,"2025-04-23 17:06:34",2252,37.471172332764,-121.94023895264,,,,1,,,23.625793457031,15,,100,,,0.10000000149012,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
191,"2025-04-23 17:20:14",2252,37.471172332764,-121.94023895264,,1,,,,,23.564481735229,0,,100,,,0,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
128,"2025-05-29 15:19:40",2252,37.471195220947,-121.94026184082,1,,,1,,,,15,,96,,,0.43999999761581,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
133,"2025-05-29 15:35:00",2252,37.471218109131,-121.94016265869,,,,1,,,,15,,96,,,0.41999998688698,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
137,"2025-05-29 15:49:56",2252,37.471271514893,-121.94045257568,,,,1,,,,15,,96,,,0.18000000715256,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
140,"2025-05-29 16:04:16",2252,37.471271514893,-121.94045257568,,1,,,,,,0,,96,,,0,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
146,"2025-04-22 19:14:34",2252,37.471103668213,-121.94023895264,1,,,1,,,29.3125,15,,100,,,0.019999999552965,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
149,"2025-04-22 19:29:50",2252,37.471115112305,-121.94023132324,,,,1,,,29.553977966309,15,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
153,"2025-04-22 19:44:34",2252,37.471115112305,-121.94023132324,,1,,,,,29.411931991577,0,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
157,"2025-04-22 20:15:04",2252,37.471099853516,-121.94020843506,1,,,1,,,29.840909957886,15,,100,,,0.10000000149012,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
161,"2025-04-22 20:29:57",2252,37.471138000488,-121.94016265869,,,,1,,,30.713432312012,15,,100,,,0.15000000596046,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
166,"2025-04-22 20:44:51",2252,37.471183776855,-121.94020080566,,,,1,,,31.188087463379,15,,100,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
171,"2025-04-22 21:14:14",2252,37.471183776855,-121.94020080566,,1,,,,,31.708463668823,0,,100,,,0,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
175,"2025-04-23 16:21:44",2252,37.471321105957,-121.94035339355,1,,,1,,,23.932346343994,15,,100,,,0.0099999997764826,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
179,"2025-04-23 16:35:59",2252,37.471199035645,-121.94022369385,,,,1,,,23.826639175415,15,,100,,,0.12999999523163,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
183,"2025-04-23 16:50:51",2252,37.471199035645,-121.94020843506,,,,1,,,23.750528335571,15,,100,,,0.14000000059605,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
187,"2025-04-23 17:06:34",2252,37.471172332764,-121.94023895264,,,,1,,,23.625793457031,15,,100,,,0.10000000149012,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
191,"2025-04-23 17:20:14",2252,37.471172332764,-121.94023895264,,1,,,,,23.564481735229,0,,100,,,0,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
